timestamp,hostel_id,floor_no,wing,room_no,room_capacity,students_present,students_outside,students_on_leave,day_of_week,is_weekend,is_holiday,hour_of_day,room_status,temperature,expected_energy_kwh,actual_energy_kwh,energy_difference,anomaly
2026-07-11 21:00,D,3,A,319,4,3,0,1,Saturday,1,0,21,Occupied,36.7,1.14,1.07,-0.07,0
2026-08-11 04:00,B,2,B,202,4,3,0,1,Tuesday,0,0,4,Occupied,35.7,1.13,1.2,0.07,0
2026-08-10 19:00,A,2,A,210,4,3,1,0,Monday,0,0,19,Occupied,27.9,1.01,0.96,-0.05,0
2026-07-15 19:00,C,1,A,113,4,3,1,0,Wednesday,0,0,19,Occupied,33.5,1.09,1.19,0.1,0
2026-08-20 05:00,D,3,B,310,4,3,1,0,Thursday,0,0,5,Occupied,38.9,1.17,1.19,0.02,0
2026-08-19 06:00,B,1,B,114,4,4,0,0,Wednesday,0,0,6,Occupied,24.2,1.25,1.22,-0.03,0
2026-07-24 06:00,B,3,B,311,4,3,0,1,Friday,0,0,6,Occupied,39.3,1.18,1.12,-0.06,0
2026-07-23 09:00,C,4,A,419,4,2,2,0,Thursday,0,0,9,Occupied,29.1,0.73,0.71,-0.02,0
2026-07-11 15:00,C,3,A,301,4,2,1,1,Saturday,1,0,15,Occupied,25.3,0.67,0.68,0.01,0
2026-08-02 21:00,C,3,A,318,4,4,0,0,Sunday,1,0,21,Occupied,26.4,1.29,1.25,-0.04,0
2026-07-25 07:00,D,1,B,121,4,2,1,1,Saturday,1,0,7,Occupied,36.8,0.84,0.93,0.09,0
2026-08-26 06:00,C,1,A,105,4,3,0,1,Wednesday,0,0,6,Occupied,30.7,1.05,1.05,0.0,0
2026-08-05 22:00,A,2,A,213,4,2,1,1,Wednesday,0,0,22,Occupied,31.8,0.77,0.76,-0.01,0
2026-08-25 11:00,D,4,B,409,4,1,2,1,Tuesday,0,0,11,Occupied,26.0,0.38,0.32,-0.06,0
2026-07-08 05:00,C,1,A,124,4,2,1,1,Wednesday,0,0,5,Occupied,33.0,0.79,0.8,0.01,0
2026-08-08 20:00,D,2,B,215,4,3,0,1,Saturday,1,0,20,Occupied,33.4,1.09,1.06,-0.03,0
2026-07-31 05:00,C,4,A,405,4,2,1,1,Friday,0,0,5,Occupied,30.9,0.75,0.67,-0.08,0
2026-07-06 17:00,A,3,A,322,4,4,0,0,Monday,0,0,17,Occupied,24.8,1.26,1.23,-0.03,0
2026-08-08 10:00,C,2,A,214,4,2,2,0,Saturday,1,0,10,Occupied,30.8,0.75,0.81,0.06,0
2026-08-21 05:00,A,2,B,215,4,3,1,0,Friday,0,0,5,Occupied,36.2,1.13,1.18,0.05,0
2026-07-25 21:00,A,4,B,413,4,2,2,0,Saturday,1,0,21,Occupied,32.9,0.78,0.85,0.07,0
2026-08-17 02:00,B,2,B,213,4,2,1,1,Monday,0,0,2,Occupied,37.1,0.85,0.89,0.04,0
2026-08-30 14:00,B,2,A,202,4,3,1,0,Sunday,1,0,14,Occupied,29.0,1.02,1.03,0.01,0
2026-07-19 12:00,C,2,B,205,4,2,1,1,Sunday,1,0,12,Occupied,33.8,0.8,0.81,0.01,0
2026-08-02 13:00,C,4,B,413,4,3,0,1,Sunday,1,0,13,Occupied,38.4,1.17,1.27,0.1,0
2026-07-07 03:00,A,1,A,107,4,3,0,1,Tuesday,0,0,3,Occupied,37.2,1.15,1.18,0.03,0
2026-07-13 15:00,B,4,A,416,4,1,2,1,Monday,0,0,15,Occupied,28.2,0.41,0.47,0.06,0
2026-08-07 17:00,B,2,A,205,4,3,0,1,Friday,0,0,17,Occupied,25.9,0.98,1.03,0.05,0
2026-07-03 20:00,A,2,B,205,4,4,0,0,Friday,0,0,20,Occupied,27.9,1.31,1.33,0.02,0
2026-07-15 11:00,C,4,B,407,4,2,1,1,Wednesday,0,0,11,Occupied,28.4,0.72,0.74,0.02,0
2026-08-25 20:00,A,4,A,402,4,4,0,0,Tuesday,0,0,20,Occupied,38.3,1.46,1.39,-0.07,0
2026-08-13 21:00,B,2,A,206,4,2,1,1,Thursday,0,0,21,Occupied,35.3,0.82,0.88,0.06,0
2026-07-10 03:00,A,3,B,311,4,3,0,1,Friday,0,0,3,Occupied,38.6,1.17,1.24,0.07,0
2026-07-26 00:00,A,2,A,215,4,2,2,0,Sunday,1,0,0,Occupied,32.4,0.78,0.74,-0.04,0
2026-07-06 03:00,B,1,B,117,4,4,0,0,Monday,0,0,3,Occupied,27.1,1.3,1.23,-0.07,0
2026-08-03 22:00,D,2,B,203,4,3,1,0,Monday,0,0,22,Occupied,34.0,1.1,1.14,0.04,0
2026-07-08 15:00,D,4,B,401,4,1,3,0,Wednesday,0,0,15,Occupied,29.5,0.43,0.49,0.06,0
2026-07-09 00:00,A,2,A,208,4,3,1,0,Thursday,0,0,0,Occupied,36.7,1.14,1.07,-0.07,0
2026-08-24 12:00,B,2,B,212,4,0,3,1,Monday,0,0,12,Empty,39.3,0.28,0.21,-0.07,0
2026-08-17 04:00,D,3,A,320,4,2,1,1,Monday,0,0,4,Occupied,30.4,0.75,0.84,0.09,0
2026-07-31 03:00,C,2,A,208,4,4,0,0,Friday,0,0,3,Occupied,32.6,1.38,1.38,0.0,0
2026-08-20 12:00,D,1,B,111,4,0,4,0,Thursday,0,0,12,Empty,30.2,0.14,0.58,0.44,1
2026-08-01 17:00,B,4,B,402,4,3,0,1,Saturday,1,0,17,Occupied,37.1,1.15,1.23,0.08,0
2026-07-31 21:00,B,4,A,402,4,2,1,1,Friday,0,0,21,Occupied,37.5,0.85,0.8,-0.05,0
2026-08-13 14:00,A,2,B,205,4,2,1,1,Thursday,0,0,14,Occupied,30.2,0.74,0.66,-0.08,0
2026-07-14 15:00,D,1,A,111,4,0,3,1,Tuesday,0,0,15,Empty,36.6,0.24,0.27,0.03,0
2026-07-13 12:00,D,2,B,213,4,0,4,0,Monday,0,0,12,Empty,24.6,0.06,0.01,-0.05,0
2026-07-11 21:00,C,2,A,201,4,2,2,0,Saturday,1,0,21,Occupied,32.7,0.78,0.84,0.06,0
2026-07-11 04:00,D,1,A,109,4,2,2,0,Saturday,1,0,4,Occupied,25.0,0.67,0.67,0.0,0
2026-08-23 18:00,B,3,B,313,4,2,1,1,Sunday,1,0,18,Occupied,27.6,0.7,0.64,-0.06,0
2026-08-15 22:00,B,3,A,324,4,0,0,4,Saturday,1,1,22,Empty,31.5,0.16,0.15,-0.01,0
2026-07-26 09:00,C,1,A,120,4,3,0,1,Sunday,1,0,9,Occupied,25.2,0.97,0.93,-0.04,0
2026-08-04 18:00,D,4,A,401,4,3,0,1,Tuesday,0,0,18,Occupied,31.9,1.07,1.02,-0.05,0
2026-08-25 17:00,D,4,B,411,4,3,1,0,Tuesday,0,0,17,Occupied,31.9,1.07,1.13,0.06,0
2026-08-09 14:00,D,2,A,201,4,2,1,1,Sunday,1,0,14,Occupied,31.0,0.76,0.79,0.03,0
2026-07-12 21:00,B,3,B,320,4,2,2,0,Sunday,1,0,21,Occupied,36.7,0.84,0.79,-0.05,0
2026-07-11 21:00,B,1,A,112,4,2,1,1,Saturday,1,0,21,Occupied,39.3,0.88,0.82,-0.06,0
2026-08-18 22:00,A,2,B,224,4,3,0,1,Tuesday,0,0,22,Occupied,26.1,0.98,0.92,-0.06,0
2026-08-06 07:00,A,3,B,306,4,2,1,1,Thursday,0,0,7,Occupied,26.9,0.69,0.64,-0.05,0
2026-08-08 22:00,D,3,B,314,4,3,1,0,Saturday,1,0,22,Occupied,35.7,1.13,1.08,-0.05,0
2026-07-24 08:00,C,4,B,403,4,0,3,1,Friday,0,0,8,Empty,28.4,0.12,0.08,-0.04,0
2026-08-12 02:00,D,3,A,308,4,3,1,0,Wednesday,0,0,2,Occupied,33.2,1.09,1.07,-0.02,0
2026-08-10 22:00,C,2,A,214,4,3,0,1,Monday,0,0,22,Occupied,34.9,1.11,1.04,-0.07,0
2026-07-04 19:00,D,2,B,209,4,3,0,1,Saturday,1,0,19,Occupied,35.6,1.12,1.05,-0.07,0
2026-07-05 00:00,A,2,B,219,4,2,1,1,Sunday,1,0,0,Occupied,28.4,0.72,0.74,0.02,0
2026-08-15 22:00,A,4,A,414,4,2,0,2,Saturday,1,1,22,Occupied,26.1,0.68,0.74,0.06,0
2026-08-13 11:00,C,4,A,405,4,2,1,1,Thursday,0,0,11,Occupied,26.0,0.68,0.63,-0.05,0
2026-07-21 13:00,C,2,A,222,4,0,3,1,Tuesday,0,0,13,Empty,25.2,0.07,0.86,0.79,1
2026-07-12 02:00,A,1,B,101,4,3,0,1,Sunday,1,0,2,Occupied,24.6,0.96,0.91,-0.05,0
2026-08-26 16:00,C,2,A,218,4,1,2,1,Wednesday,0,0,16,Occupied,39.3,0.58,0.53,-0.05,0
2026-08-28 07:00,B,3,B,322,4,4,0,0,Friday,0,0,7,Occupied,30.4,1.35,1.35,0.0,0
2026-08-25 12:00,B,1,A,113,4,1,2,1,Tuesday,0,0,12,Occupied,25.1,0.37,0.3,-0.07,0
2026-08-13 00:00,D,4,A,420,4,3,1,0,Thursday,0,0,0,Occupied,38.5,1.17,1.19,0.02,0
2026-07-29 11:00,A,1,A,121,4,0,4,0,Wednesday,0,0,11,Empty,38.1,0.26,0.3,0.04,0
2026-07-01 08:00,D,2,B,201,4,0,4,0,Wednesday,0,0,8,Empty,38.3,0.26,0.27,0.01,0
2026-07-17 00:00,D,3,B,321,4,3,0,1,Friday,0,0,0,Occupied,26.9,0.99,1.06,0.07,0
2026-08-01 21:00,D,1,A,121,4,2,2,0,Saturday,1,0,21,Occupied,34.0,0.8,0.84,0.04,0
2026-07-20 18:00,B,1,A,106,4,2,1,1,Monday,0,0,18,Occupied,25.5,0.67,0.65,-0.02,0
2026-07-13 07:00,B,2,A,209,4,2,1,1,Monday,0,0,7,Occupied,32.2,0.77,0.75,-0.02,0
2026-07-28 17:00,C,2,B,224,4,2,1,1,Tuesday,0,0,17,Occupied,30.2,0.74,0.69,-0.05,0
2026-08-16 19:00,C,3,A,311,4,2,1,1,Sunday,1,0,19,Occupied,37.2,0.85,0.81,-0.04,0
2026-08-17 07:00,C,1,A,121,4,3,1,0,Monday,0,0,7,Occupied,38.1,1.16,1.18,0.02,0
2026-07-28 18:00,C,1,A,109,4,2,1,1,Tuesday,0,0,18,Occupied,35.1,0.82,0.85,0.03,0
2026-07-05 06:00,A,2,B,205,4,3,1,0,Sunday,1,0,6,Occupied,38.6,1.17,1.25,0.08,0
2026-08-14 14:00,D,3,A,324,4,0,4,0,Friday,0,0,14,Empty,33.5,0.19,0.24,0.05,0
2026-07-15 04:00,D,2,A,214,4,3,1,0,Wednesday,0,0,4,Occupied,35.1,1.12,1.13,0.01,0
2026-08-05 22:00,A,3,B,324,4,2,1,1,Wednesday,0,0,22,Occupied,30.6,0.75,0.79,0.04,0
2026-07-20 03:00,C,2,A,215,4,3,1,0,Monday,0,0,3,Occupied,35.1,1.12,1.13,0.01,0
2026-08-16 16:00,B,2,A,218,4,2,2,0,Sunday,1,0,16,Occupied,26.6,0.69,0.73,0.04,0
2026-08-27 12:00,C,1,B,108,4,1,3,0,Thursday,0,0,12,Occupied,36.2,0.53,0.6,0.07,0
2026-08-23 13:00,D,2,B,218,4,3,0,1,Sunday,1,0,13,Occupied,39.2,1.18,1.22,0.04,0
2026-08-19 20:00,A,2,A,216,4,4,0,0,Wednesday,0,0,20,Occupied,37.5,1.45,1.45,0.0,0
2026-08-21 20:00,A,3,B,320,4,3,1,0,Friday,0,0,20,Occupied,36.0,1.13,1.17,0.04,0
2026-07-19 14:00,A,4,A,418,4,2,2,0,Sunday,1,0,14,Occupied,36.1,0.83,0.76,-0.07,0
2026-07-08 02:00,A,2,A,215,4,3,1,0,Wednesday,0,0,2,Occupied,33.1,1.09,1.11,0.02,0
2026-07-23 09:00,D,2,B,206,4,1,3,0,Thursday,0,0,9,Occupied,25.2,0.37,0.36,-0.01,0
2026-08-16 02:00,A,1,B,112,4,2,1,1,Sunday,1,0,2,Occupied,39.3,0.88,0.92,0.04,0
2026-07-15 02:00,C,2,B,224,4,3,1,0,Wednesday,0,0,2,Occupied,32.8,1.08,1.06,-0.02,0
2026-07-02 19:00,D,2,B,207,4,2,1,1,Thursday,0,0,19,Occupied,27.6,0.7,0.68,-0.02,0
2026-07-02 14:00,B,1,A,119,4,2,1,1,Thursday,0,0,14,Occupied,38.2,0.86,0.84,-0.02,0
2026-08-03 01:00,C,1,B,119,4,2,1,1,Monday,0,0,1,Occupied,29.6,0.73,0.8,0.07,0
2026-07-28 16:00,D,3,A,305,4,2,1,1,Tuesday,0,0,16,Occupied,27.2,0.7,0.65,-0.05,0
2026-07-08 02:00,B,4,B,418,4,4,0,0,Wednesday,0,0,2,Occupied,35.5,1.42,1.45,0.03,0
2026-08-08 09:00,D,1,A,109,4,3,0,1,Saturday,1,0,9,Occupied,30.7,1.05,1.01,-0.04,0
2026-08-27 07:00,D,3,B,314,4,3,0,1,Thursday,0,0,7,Occupied,29.6,1.03,1.1,0.07,0
2026-07-27 01:00,A,1,B,110,4,3,1,0,Monday,0,0,1,Occupied,27.8,1.01,1.01,0.0,0
2026-07-02 18:00,D,4,B,422,4,4,0,0,Thursday,0,0,18,Occupied,33.1,1.39,1.41,0.02,0
2026-08-14 02:00,A,2,A,219,4,3,1,0,Friday,0,0,2,Occupied,25.6,0.97,0.94,-0.03,0
2026-07-11 01:00,A,3,B,303,4,4,0,0,Saturday,1,0,1,Occupied,28.8,1.32,1.37,0.05,0
2026-07-04 18:00,B,2,B,211,4,2,2,0,Saturday,1,0,18,Occupied,24.6,0.66,0.71,0.05,0
2026-08-07 22:00,B,3,A,307,4,4,0,0,Friday,0,0,22,Occupied,38.8,1.47,1.45,-0.02,0
2026-07-30 18:00,D,2,B,223,4,3,0,1,Thursday,0,0,18,Occupied,31.9,1.07,1.14,0.07,0
2026-08-21 13:00,B,4,B,405,4,2,1,1,Friday,0,0,13,Occupied,34.5,0.81,0.86,0.05,0
2026-07-25 03:00,C,2,A,207,4,3,1,0,Saturday,1,0,3,Occupied,32.6,1.08,1.11,0.03,0
2026-08-06 03:00,A,4,A,419,4,2,1,1,Thursday,0,0,3,Occupied,31.2,0.76,0.83,0.07,0
2026-08-21 09:00,D,3,A,309,4,2,1,1,Friday,0,0,9,Occupied,31.5,0.76,0.69,-0.07,0
2026-08-09 21:00,A,1,B,113,4,3,1,0,Sunday,1,0,21,Occupied,37.3,1.15,1.2,0.05,0
2026-07-28 14:00,D,3,A,303,4,1,2,1,Tuesday,0,0,14,Occupied,32.9,0.48,0.47,-0.01,0
2026-07-03 22:00,D,3,B,324,4,2,1,1,Friday,0,0,22,Occupied,29.3,0.73,0.7,-0.03,0
2026-07-30 03:00,B,4,B,413,4,3,0,1,Thursday,0,0,3,Occupied,30.3,1.04,1.05,0.01,0
2026-08-22 17:00,B,1,A,124,4,3,0,1,Saturday,1,0,17,Occupied,37.8,1.16,1.09,-0.07,0
2026-07-16 17:00,D,2,B,208,4,3,0,1,Thursday,0,0,17,Occupied,25.8,0.98,0.92,-0.06,0
2026-07-27 04:00,D,4,B,410,4,2,1,1,Monday,0,0,4,Occupied,27.5,0.7,0.66,-0.04,0
2026-07-31 21:00,C,4,B,414,4,4,0,0,Friday,0,0,21,Occupied,24.2,1.25,1.2,-0.05,0
2026-07-15 04:00,A,3,A,312,4,3,0,1,Wednesday,0,0,4,Occupied,25.8,0.98,0.95,-0.03,0
2026-08-27 22:00,A,1,A,112,4,3,0,1,Thursday,0,0,22,Occupied,30.3,1.04,1.03,-0.01,0
2026-07-07 17:00,D,3,A,318,4,3,0,1,Tuesday,0,0,17,Occupied,34.7,1.11,1.05,-0.06,0
2026-08-23 11:00,D,4,A,420,4,3,0,1,Sunday,1,0,11,Occupied,30.4,1.05,1.02,-0.03,0
2026-08-30 21:00,C,4,A,424,4,3,0,1,Sunday,1,0,21,Occupied,39.7,1.19,1.15,-0.04,0
2026-07-24 08:00,D,1,A,107,4,2,1,1,Friday,0,0,8,Occupied,33.1,0.79,0.72,-0.07,0
2026-08-12 07:00,C,4,B,406,4,3,1,0,Wednesday,0,0,7,Occupied,36.9,1.14,1.17,0.03,0
2026-07-02 03:00,A,1,B,114,4,2,1,1,Thursday,0,0,3,Occupied,26.5,0.69,0.7,0.01,0
2026-08-26 08:00,A,3,A,320,4,1,2,1,Wednesday,0,0,8,Occupied,25.5,0.37,0.34,-0.03,0
2026-07-02 01:00,B,3,B,320,4,2,1,1,Thursday,0,0,1,Occupied,38.1,0.86,0.91,0.05,0
2026-08-15 15:00,A,1,B,109,4,2,0,2,Saturday,1,1,15,Occupied,30.3,0.74,0.66,-0.08,0
2026-07-26 12:00,D,3,B,317,4,3,1,0,Sunday,1,0,12,Occupied,32.0,1.07,1.06,-0.01,0
2026-07-20 09:00,B,1,B,105,4,2,2,0,Monday,0,0,9,Occupied,38.7,0.87,0.86,-0.01,0
2026-07-14 23:00,A,4,B,402,4,3,1,0,Tuesday,0,0,23,Occupied,29.9,1.04,1.1,0.06,0
2026-08-21 23:00,A,1,A,120,4,3,0,1,Friday,0,0,23,Occupied,31.0,1.05,1.09,0.04,0
2026-07-02 04:00,C,4,A,423,4,3,1,0,Thursday,0,0,4,Occupied,36.3,1.13,1.15,0.02,0
2026-07-20 22:00,D,2,B,210,4,4,0,0,Monday,0,0,22,Occupied,35.0,1.42,1.44,0.02,0
2026-08-03 18:00,D,1,A,101,4,2,1,1,Monday,0,0,18,Occupied,32.4,0.78,0.81,0.03,0
2026-07-28 05:00,B,2,A,216,4,4,0,0,Tuesday,0,0,5,Occupied,34.7,1.41,1.5,0.09,0
2026-08-26 10:00,B,2,B,210,4,2,2,0,Wednesday,0,0,10,Occupied,27.3,0.7,0.77,0.07,0
2026-08-12 03:00,A,4,A,405,4,2,1,1,Wednesday,0,0,3,Occupied,33.9,0.8,0.72,-0.08,0
2026-07-09 23:00,A,1,A,109,4,3,0,1,Thursday,0,0,23,Occupied,31.4,1.06,1.14,0.08,0
2026-07-20 07:00,A,2,B,224,4,3,1,0,Monday,0,0,7,Occupied,29.8,1.04,1.1,0.06,0
2026-07-24 06:00,B,4,A,409,4,3,0,1,Friday,0,0,6,Occupied,31.5,1.06,1.15,0.09,0
2026-07-01 11:00,B,1,A,107,4,1,3,0,Wednesday,0,0,11,Occupied,31.3,0.46,0.53,0.07,0
2026-08-28 06:00,D,4,A,402,4,3,1,0,Friday,0,0,6,Occupied,37.4,1.15,1.18,0.03,0
2026-07-15 20:00,B,2,A,204,4,3,0,1,Wednesday,0,0,20,Occupied,33.1,1.09,1.16,0.07,0
2026-08-12 06:00,D,1,A,112,4,3,0,1,Wednesday,0,0,6,Occupied,24.5,0.96,0.93,-0.03,0
2026-08-29 22:00,B,4,B,413,4,0,2,2,Saturday,1,1,22,Empty,31.4,0.16,0.23,0.07,0
2026-08-20 02:00,B,1,A,125,4,4,0,0,Thursday,0,0,2,Occupied,37.3,1.45,1.41,-0.04,0
2026-07-26 16:00,A,3,B,325,4,3,0,1,Sunday,1,0,16,Occupied,32.3,1.07,1.09,0.02,0
2026-07-01 18:00,C,3,B,313,4,3,0,1,Wednesday,0,0,18,Occupied,24.3,0.95,1.05,0.1,0
2026-08-06 22:00,D,4,B,410,4,2,1,1,Thursday,0,0,22,Occupied,29.6,0.73,0.75,0.02,0
2026-08-01 22:00,D,2,B,206,4,2,1,1,Saturday,1,0,22,Occupied,29.2,0.73,0.78,0.05,0
2026-07-02 23:00,B,4,A,419,4,2,1,1,Thursday,0,0,23,Occupied,27.9,0.71,0.7,-0.01,0
2026-07-13 15:00,C,3,B,308,4,0,4,0,Monday,0,0,15,Empty,28.2,0.11,0.57,0.46,1
2026-07-21 14:00,D,2,B,220,4,0,3,1,Tuesday,0,0,14,Empty,24.1,0.05,0.13,0.08,0
2026-07-24 19:00,D,4,A,410,4,3,0,1,Friday,0,0,19,Occupied,28.8,1.02,1.0,-0.02,0
2026-07-10 09:00,A,2,A,201,4,2,1,1,Friday,0,0,9,Occupied,37.0,0.84,0.94,0.1,0
2026-07-06 12:00,C,3,B,318,4,1,2,1,Monday,0,0,12,Occupied,36.2,0.53,0.61,0.08,0
2026-08-08 09:00,B,4,B,410,4,4,0,0,Saturday,1,0,9,Occupied,39.7,1.49,1.55,0.06,0
2026-07-20 07:00,D,3,B,314,4,3,0,1,Monday,0,0,7,Occupied,39.7,1.19,1.21,0.02,0
2026-08-10 02:00,D,3,A,319,4,4,0,0,Monday,0,0,2,Occupied,37.3,1.45,1.54,0.09,0
2026-07-05 23:00,C,3,B,308,4,3,1,0,Sunday,1,0,23,Occupied,24.9,0.96,0.94,-0.02,0
2026-08-28 00:00,C,3,A,309,4,3,0,1,Friday,0,0,0,Occupied,38.2,1.16,1.17,0.01,0
2026-08-21 13:00,D,1,B,117,4,1,3,0,Friday,0,0,13,Occupied,40.0,0.59,0.56,-0.03,0
2026-07-20 05:00,A,1,A,123,4,3,1,0,Monday,0,0,5,Occupied,31.7,1.07,1.0,-0.07,0
2026-07-03 23:00,C,3,B,318,4,4,0,0,Friday,0,0,23,Occupied,26.9,1.29,1.29,0.0,0
2026-08-11 09:00,B,1,A,115,4,0,4,0,Tuesday,0,0,9,Empty,34.1,0.2,0.5,0.3,1
2026-07-24 09:00,A,1,A,111,4,1,2,1,Friday,0,0,9,Occupied,39.4,0.58,0.52,-0.06,0
2026-08-29 18:00,D,4,A,404,4,0,0,4,Saturday,1,1,18,Empty,36.2,0.23,0.24,0.01,0
2026-08-26 06:00,D,4,B,417,4,3,0,1,Wednesday,0,0,6,Occupied,24.1,0.95,0.95,0.0,0
2026-08-24 19:00,D,2,B,206,4,4,0,0,Monday,0,0,19,Occupied,28.8,1.32,1.37,0.05,0
2026-07-13 23:00,A,3,B,306,4,3,0,1,Monday,0,0,23,Occupied,27.8,1.01,0.96,-0.05,0
2026-07-17 03:00,B,1,B,120,4,4,0,0,Friday,0,0,3,Occupied,26.0,1.28,1.32,0.04,0
2026-08-12 09:00,D,4,A,413,4,0,3,1,Wednesday,0,0,9,Empty,37.9,0.26,1.02,0.76,1
2026-07-01 06:00,A,1,A,120,4,3,0,1,Wednesday,0,0,6,Occupied,39.7,1.19,1.16,-0.03,0
2026-08-01 04:00,B,1,B,106,4,2,2,0,Saturday,1,0,4,Occupied,37.3,0.85,0.93,0.08,0
2026-07-16 03:00,C,2,B,213,4,3,0,1,Thursday,0,0,3,Occupied,39.5,1.18,1.18,0.0,0
2026-08-20 22:00,B,2,A,223,4,3,1,0,Thursday,0,0,22,Occupied,29.3,1.03,1.03,0.0,0
2026-07-04 09:00,A,4,B,422,4,2,1,1,Saturday,1,0,9,Occupied,25.0,0.67,0.67,0.0,0
2026-08-09 19:00,C,3,B,304,4,3,0,1,Sunday,1,0,19,Occupied,27.0,0.99,0.94,-0.05,0
2026-07-31 08:00,C,1,A,123,4,0,4,0,Friday,0,0,8,Empty,36.7,0.24,0.59,0.35,1
2026-07-14 18:00,B,1,B,103,4,4,0,0,Tuesday,0,0,18,Occupied,37.8,1.46,1.53,0.07,0
2026-08-14 06:00,D,1,B,113,4,3,0,1,Friday,0,0,6,Occupied,31.1,1.06,1.03,-0.03,0
2026-08-20 14:00,A,4,A,402,4,1,2,1,Thursday,0,0,14,Occupied,32.3,0.47,0.48,0.01,0
2026-08-22 20:00,B,3,B,312,4,4,0,0,Saturday,1,0,20,Occupied,39.0,1.48,1.41,-0.07,0
2026-08-22 01:00,A,4,B,421,4,2,1,1,Saturday,1,0,1,Occupied,34.1,0.8,0.89,0.09,0
2026-08-15 01:00,B,4,B,411,4,1,0,3,Saturday,1,1,1,Occupied,37.9,0.56,0.61,0.05,0
2026-07-30 13:00,A,1,A,121,4,0,4,0,Thursday,0,0,13,Empty,31.0,0.15,0.81,0.66,1
2026-07-28 06:00,B,2,B,202,4,3,0,1,Tuesday,0,0,6,Occupied,39.5,1.18,1.22,0.04,0
2026-08-08 14:00,B,2,B,212,4,2,2,0,Saturday,1,0,14,Occupied,39.7,0.89,0.9,0.01,0
2026-08-06 22:00,D,3,A,312,4,3,1,0,Thursday,0,0,22,Occupied,38.1,1.16,1.18,0.02,0
2026-08-05 07:00,B,2,B,223,4,3,0,1,Wednesday,0,0,7,Occupied,25.6,0.97,1.0,0.03,0
2026-08-15 12:00,B,4,B,412,4,0,1,3,Saturday,1,1,12,Empty,39.0,0.27,1.01,0.74,1
2026-08-02 06:00,A,4,A,414,4,2,2,0,Sunday,1,0,6,Occupied,39.5,0.88,0.97,0.09,0
2026-07-01 10:00,D,4,A,424,4,0,4,0,Wednesday,0,0,10,Empty,25.2,0.07,0.58,0.51,1
2026-08-12 11:00,D,2,B,218,4,0,4,0,Wednesday,0,0,11,Empty,31.1,0.16,0.51,0.35,1
2026-08-08 11:00,C,2,A,223,4,3,1,0,Saturday,1,0,11,Occupied,25.2,0.97,0.99,0.02,0
2026-07-02 00:00,B,3,A,315,4,3,1,0,Thursday,0,0,0,Occupied,30.2,1.04,1.04,0.0,0
2026-08-08 06:00,A,4,A,403,4,2,1,1,Saturday,1,0,6,Occupied,31.3,0.76,0.8,0.04,0
2026-08-28 22:00,C,4,B,415,4,3,1,0,Friday,0,0,22,Occupied,28.4,1.02,1.1,0.08,0
2026-07-24 08:00,B,4,A,425,4,1,3,0,Friday,0,0,8,Occupied,36.1,0.53,0.49,-0.04,0
2026-07-22 16:00,C,1,A,125,4,0,3,1,Wednesday,0,0,16,Empty,24.2,0.05,0.06,0.01,0
2026-07-19 02:00,D,3,A,318,4,3,0,1,Sunday,1,0,2,Occupied,24.4,0.96,0.97,0.01,0
2026-07-23 08:00,B,3,B,304,4,0,4,0,Thursday,0,0,8,Empty,39.2,0.28,0.84,0.56,1
2026-08-11 10:00,C,1,B,108,4,1,3,0,Tuesday,0,0,10,Occupied,28.4,0.42,0.5,0.08,0
2026-07-07 15:00,B,2,A,203,4,0,3,1,Tuesday,0,0,15,Empty,34.0,0.2,0.2,0.0,0
2026-08-30 04:00,C,1,A,114,4,3,1,0,Sunday,1,0,4,Occupied,31.3,1.06,1.03,-0.03,0
2026-08-13 10:00,D,1,B,101,4,1,2,1,Thursday,0,0,10,Occupied,27.3,0.4,0.33,-0.07,0
2026-08-21 23:00,B,4,A,413,4,4,0,0,Friday,0,0,23,Occupied,28.5,1.32,1.26,-0.06,0
2026-07-26 14:00,D,4,B,422,4,2,1,1,Sunday,1,0,14,Occupied,26.3,0.68,0.71,0.03,0
2026-08-12 00:00,B,1,B,114,4,4,0,0,Wednesday,0,0,0,Occupied,27.8,1.31,1.37,0.06,0
2026-07-06 23:00,C,4,B,416,4,3,0,1,Monday,0,0,23,Occupied,30.8,1.05,1.09,0.04,0
2026-08-03 05:00,C,4,A,405,4,3,0,1,Monday,0,0,5,Occupied,36.9,1.14,1.19,0.05,0
2026-07-21 21:00,A,1,A,103,4,4,0,0,Tuesday,0,0,21,Occupied,30.8,1.35,1.38,0.03,0
2026-08-11 10:00,B,2,B,221,4,1,2,1,Tuesday,0,0,10,Occupied,25.1,0.37,0.46,0.09,0
2026-07-21 16:00,A,1,B,125,4,2,2,0,Tuesday,0,0,16,Occupied,40.0,0.89,0.83,-0.06,0
2026-08-19 13:00,B,2,A,220,4,0,4,0,Wednesday,0,0,13,Empty,33.9,0.2,0.85,0.65,1
2026-07-12 05:00,B,2,A,224,4,2,1,1,Sunday,1,0,5,Occupied,37.3,0.85,0.8,-0.05,0
2026-08-07 00:00,B,3,B,319,4,4,0,0,Friday,0,0,0,Occupied,33.3,1.39,1.32,-0.07,0
2026-08-09 12:00,D,3,B,325,4,3,1,0,Sunday,1,0,12,Occupied,39.7,1.19,1.23,0.04,0
